PrincipalDiagnosis,Sex,25th Percentile,50th Percentile,75th Percentile,Maximum,AverageCharge
M67.9,F,8475.83118134549,8475.83118134549,8475.83118134549,8475.83118134549,8475.83118134549
M68.0,M,8132.832313405408,8132.832313405408,8132.832313405408,8132.832313405408,8132.832313405408
M68.1,F,6455.927259170885,6455.927259170885,6455.927259170885,6455.927259170885,6455.927259170885
M68.3,F,7635.167204557891,7635.167204557891,7635.167204557891,7635.167204557891,7635.167204557891
M68.5,M,7827.73235637104,7827.73235637104,7827.73235637104,7827.73235637104,7827.73235637104
M68.7,F,4622.995907235882,4622.995907235882,4622.995907235882,4622.995907235882,4622.995907235882
M68.8,F,5984.18587915175,5984.18587915175,5984.18587915175,5984.18587915175,5984.18587915175
M68.9,F,7966.006347282011,7966.006347282011,7966.006347282011,7966.006347282011,7966.006347282011
M69.1,M,8342.523105915276,8342.523105915276,8342.523105915276,8342.523105915276,8342.523105915276
M69.2,F,4503.12507639288,4503.12507639288,4503.12507639288,4503.12507639288,4503.12507639288
M69.3,F,7121.714307683575,7214.685244627432,7307.65618157129,7400.627118515149,7214.685244627432
M69.4,F,6627.778895560211,6727.806979347773,6993.329306031304,7258.851632714835,6838.1364746117515
M69.4,M,4469.005493079992,4469.005493079992,4469.005493079992,4469.005493079992,4469.005493079992
M69.5,F,7085.339873047476,7085.339873047476,7085.339873047476,7085.339873047476,7085.339873047476
M69.6,M,7792.8482671722795,8315.620900532911,8838.39353389354,9361.166167254172,8315.620900532911
M69.7,F,6102.085120249134,6102.085120249134,6102.085120249134,6102.085120249134,6102.085120249134
M69.9,F,5961.512024183883,6007.5880255789,6053.6640269739155,6099.740028368932,6007.5880255789
M69.9,M,9376.434548621386,9376.434548621386,9376.434548621386,9376.434548621386,9376.434548621386
M70.1,F,6715.352349560968,6715.352349560968,6715.352349560968,6715.352349560968,6715.352349560968
M70.2,M,5599.755976549247,5599.755976549247,5599.755976549247,5599.755976549247,5599.755976549247
M70.3,M,6473.163294616415,6473.163294616415,6473.163294616415,6473.163294616415,6473.163294616415
M70.4,F,6819.605509714504,6976.24106398065,7132.876618246797,7289.512172512943,6976.24106398065
M70.6,M,6968.637975882622,6968.637975882622,6968.637975882622,6968.637975882622,6968.637975882622
M70.8,F,7933.343268488372,8862.650742640419,9791.958216792464,10721.26569094451,8862.650742640419
M70.8,M,7725.93244157295,7795.301829750646,7864.671217928341,7934.040606106038,7795.301829750646
M71.1,F,6222.443910341727,6222.443910341727,6222.443910341727,6222.443910341727,6222.443910341727
M71.4,M,6908.449317079067,6908.449317079067,6908.449317079067,6908.449317079067,6908.449317079067
M71.5,F,8814.776988677419,8814.776988677419,8814.776988677419,8814.776988677419,8814.776988677419
M71.5,M,6746.086368577924,6746.086368577924,6746.086368577924,6746.086368577924,6746.086368577924
M71.6,F,7619.330283692654,7619.330283692654,7619.330283692654,7619.330283692654,7619.330283692654
M71.6,M,7785.851990081812,7836.476473812261,7887.10095754271,7937.725441273158,7836.476473812261
M71.7,M,6623.707157875746,6623.707157875746,6623.707157875746,6623.707157875746,6623.707157875746
M71.8,F,10100.044546191348,10100.044546191348,10100.044546191348,10100.044546191348,10100.044546191348
M71.8,M,6683.239665266763,6683.239665266763,6683.239665266763,6683.239665266763,6683.239665266763
M72.2,M,6714.609574839582,6714.609574839582,6714.609574839582,6714.609574839582,6714.609574839582
M72.3,F,7174.471692432871,7174.471692432871,7174.471692432871,7174.471692432871,7174.471692432871
M72.7,M,8095.312423676562,8710.82630435167,9326.34018502678,9941.85406570189,8710.82630435167
M72.9,F,7361.920094460911,7888.043050576315,8414.16600669172,8940.288962807123,7888.043050576315
M73.0,F,7234.363955074489,7885.2252533296305,8536.086551584773,9186.947849839915,7885.2252533296305
M73.0,M,8044.00816683552,8044.00816683552,8044.00816683552,8044.00816683552,8044.00816683552
M73.4,F,10697.35365464137,10697.35365464137,10697.35365464137,10697.35365464137,10697.35365464137
M73.6,F,8787.283453682305,8787.283453682305,8787.283453682305,8787.283453682305,8787.283453682305
M73.7,M,6891.7281360097495,6891.7281360097495,6891.7281360097495,6891.7281360097495,6891.7281360097495
M74.0,F,10038.14120692112,10038.14120692112,10038.14120692112,10038.14120692112,10038.14120692112
M74.3,M,8175.466598912861,8175.466598912861,8175.466598912861,8175.466598912861,8175.466598912861
M74.4,F,6171.86429728191,6171.86429728191,6171.86429728191,6171.86429728191,6171.86429728191
M74.4,M,8839.077071005411,8839.077071005411,8839.077071005411,8839.077071005411,8839.077071005411
M74.5,M,8078.402974108084,8078.402974108084,8078.402974108084,8078.402974108084,8078.402974108084
M74.6,F,8226.98932444103,8226.98932444103,8226.98932444103,8226.98932444103,8226.98932444103
M74.7,M,8975.405077618228,8975.405077618228,8975.405077618228,8975.405077618228,8975.405077618228
M74.8,M,8431.657581132322,8431.657581132322,8431.657581132322,8431.657581132322,8431.657581132322
M75.0,M,6802.975488032204,6802.975488032204,6802.975488032204,6802.975488032204,6802.975488032204
M75.1,F,8177.848121798417,8177.848121798417,8177.848121798417,8177.848121798417,8177.848121798417
M75.2,F,6554.3325819967795,6554.3325819967795,6554.3325819967795,6554.3325819967795,6554.3325819967795
M75.4,F,7354.237498427034,8085.945376926506,8780.80608325979,10118.0917220229,8049.098204760316
M75.5,F,7572.0773463969945,7572.0773463969945,7572.0773463969945,7572.0773463969945,7572.0773463969945
M75.5,M,7600.595403095753,7600.595403095753,7600.595403095753,7600.595403095753,7600.595403095753
M75.6,F,7871.006564537993,7871.006564537993,7871.006564537993,7871.006564537993,7871.006564537993
M75.8,M,7506.834874869652,7506.834874869652,7506.834874869652,7506.834874869652,7506.834874869652
M75.9,F,6580.202051198322,6876.065010174369,7171.927969150415,7467.790928126462,6876.065010174369
M75.9,M,7573.046634247976,7573.046634247976,7573.046634247976,7573.046634247976,7573.046634247976
M76.0,M,6558.0953580338755,7080.225768934061,7602.356179834247,8124.486590734434,7080.225768934061
M76.1,M,5873.835461842492,5873.835461842492,5873.835461842492,5873.835461842492,5873.835461842492
M76.2,F,8951.522848040715,8951.522848040715,8951.522848040715,8951.522848040715,8951.522848040715
M76.3,F,6790.030299712593,6790.030299712593,6790.030299712593,6790.030299712593,6790.030299712593
M76.3,M,7385.128698344342,7900.99684248304,8416.864986621738,8932.733130760436,7900.99684248304
M76.4,F,8577.565899391024,8577.565899391024,8577.565899391024,8577.565899391024,8577.565899391024
M76.4,M,7107.315108164057,7896.020445706394,8684.72578324873,9473.431120791067,7896.020445706394
M76.5,M,7668.119979746694,7668.119979746694,7668.119979746694,7668.119979746694,7668.119979746694
M76.8,F,5268.230292491156,5268.230292491156,5268.230292491156,5268.230292491156,5268.230292491156
M76.8,M,7559.075078300613,7559.075078300613,7559.075078300613,7559.075078300613,7559.075078300613
M76.9,F,6486.026732495064,6486.026732495064,6486.026732495064,6486.026732495064,6486.026732495064
M76.9,M,5288.082428154103,5288.082428154103,5288.082428154103,5288.082428154103,5288.082428154103
M77.0,F,7042.276655376983,7042.276655376983,7042.276655376983,7042.276655376983,7042.276655376983
M77.1,M,7010.312169940883,7010.312169940883,7010.312169940883,7010.312169940883,7010.312169940883
M77.2,M,9975.372724248726,9975.372724248726,9975.372724248726,9975.372724248726,9975.372724248726
M77.3,F,4306.081982977248,4306.081982977248,4306.081982977248,4306.081982977248,4306.081982977248
M77.3,M,8901.239407455658,8901.239407455658,8901.239407455658,8901.239407455658,8901.239407455658
M77.6,F,6701.808863596198,6701.808863596198,6701.808863596198,6701.808863596198,6701.808863596198
M77.7,M,7302.046391383596,7302.046391383596,7302.046391383596,7302.046391383596,7302.046391383596
M77.8,M,5789.036935999226,6088.385905494284,7490.807104904369,8893.228304314454,6823.767392104302
M77.9,F,10101.829352651679,10101.829352651679,10101.829352651679,10101.829352651679,10101.829352651679
M78.0,M,6849.707828291965,6849.707828291965,6849.707828291965,6849.707828291965,6849.707828291965
M78.2,F,7355.756991373266,7643.141168821859,8356.269162384864,9069.39715594787,7926.970379564801
M78.4,F,7026.351435242568,7026.351435242568,7026.351435242568,7026.351435242568,7026.351435242568
M78.4,M,8813.134117654832,8813.134117654832,8813.134117654832,8813.134117654832,8813.134117654832
M78.5,F,7811.246157885696,7811.246157885696,7811.246157885696,7811.246157885696,7811.246157885696
M78.6,F,6254.012521186985,6254.012521186985,6254.012521186985,6254.012521186985,6254.012521186985
M78.6,M,10223.993111422444,10223.993111422444,10223.993111422444,10223.993111422444,10223.993111422444
M78.7,M,7224.804440642238,7224.804440642238,7224.804440642238,7224.804440642238,7224.804440642238
M78.9,M,7845.533800870717,7845.533800870717,7845.533800870717,7845.533800870717,7845.533800870717
M79.2,F,6401.590905948468,6456.92190088224,6512.252895816011,6567.583890749782,6456.92190088224
M79.3,M,8232.09388768446,8232.09388768446,8232.09388768446,8232.09388768446,8232.09388768446
M79.4,F,7030.4599974205175,7425.795711798358,7821.131426176198,8216.46714055404,7425.795711798358
M79.5,F,8720.82957274204,8720.82957274204,8720.82957274204,8720.82957274204,8720.82957274204
M79.6,M,7019.82665813032,7019.82665813032,7019.82665813032,7019.82665813032,7019.82665813032
M79.7,M,7280.055633452404,7789.06227711857,8298.068920784735,8807.0755644509,7789.06227711857
M79.8,F,7395.096750675878,7395.096750675878,7395.096750675878,7395.096750675878,7395.096750675878
M79.9,F,6776.049824708316,6776.049824708316,6776.049824708316,6776.049824708316,6776.049824708316
M80.0,F,7896.950512674136,7896.950512674136,7896.950512674136,7896.950512674136,7896.950512674136
M80.0,M,7348.236855021362,7348.236855021362,7348.236855021362,7348.236855021362,7348.236855021362
M80.1,F,8146.0626008048985,8146.0626008048985,8146.0626008048985,8146.0626008048985,8146.0626008048985
M80.1,M,5578.942489354079,6828.371204810717,8077.799920267355,9327.228635723994,6828.371204810717
M80.4,F,6245.471238658136,6245.471238658136,6245.471238658136,6245.471238658136,6245.471238658136
M80.4,M,8633.379803854259,8633.379803854259,8633.379803854259,8633.379803854259,8633.379803854259
M80.5,M,5570.924349725787,5570.924349725787,5570.924349725787,5570.924349725787,5570.924349725787
M80.7,M,6719.9209358143835,7220.757397792436,7721.593859770488,8222.43032174854,7220.757397792436
M80.8,M,7741.8570761807405,7741.8570761807405,7741.8570761807405,7741.8570761807405,7741.8570761807405
M80.9,M,8403.534219760211,8403.534219760211,8403.534219760211,8403.534219760211,8403.534219760211
M81.0,F,8377.5581860386,8377.5581860386,8377.5581860386,8377.5581860386,8377.5581860386
M81.2,F,6049.792409456863,6049.792409456863,6049.792409456863,6049.792409456863,6049.792409456863
M81.3,M,9587.20273587705,9587.20273587705,9587.20273587705,9587.20273587705,9587.20273587705
M81.4,F,8764.806186073867,8764.806186073867,8764.806186073867,8764.806186073867,8764.806186073867
M81.5,M,6464.156734050946,6464.156734050946,6464.156734050946,6464.156734050946,6464.156734050946
M81.6,F,8095.336975206434,8095.336975206434,8095.336975206434,8095.336975206434,8095.336975206434
M81.7,F,7687.358653105728,7687.358653105728,7687.358653105728,7687.358653105728,7687.358653105728
M81.8,F,7898.862393756332,8322.52792317023,8746.193452584126,9169.858981998024,8322.52792317023
M81.8,M,9277.001773498847,9277.001773498847,9277.001773498847,9277.001773498847,9277.001773498847
M82.0,F,6649.744271504428,6649.744271504428,6649.744271504428,6649.744271504428,6649.744271504428
M82.2,M,7303.527889896846,8191.441868537371,8409.075181907087,8626.7084952768,7744.588091690163
M82.3,M,6707.464269664979,6896.233807382435,7085.003345099891,7273.772882817346,6896.233807382435
M82.4,F,8334.089537271017,8334.089537271017,8334.089537271017,8334.089537271017,8334.089537271017
M82.4,M,6411.047982219881,6411.047982219881,6411.047982219881,6411.047982219881,6411.047982219881
M82.7,F,7689.166719824718,7689.166719824718,7689.166719824718,7689.166719824718,7689.166719824718
M82.8,F,7863.881785835565,7863.881785835565,7863.881785835565,7863.881785835565,7863.881785835565
M82.8,M,8208.976835266305,8208.976835266305,8208.976835266305,8208.976835266305,8208.976835266305
M82.9,M,8786.92444008623,8786.92444008623,8786.92444008623,8786.92444008623,8786.92444008623
M83.0,F,7614.502364872348,8002.397396008493,8390.292427144639,8778.187458280783,8002.397396008493
M83.0,M,8248.407292340396,8622.77799818774,8997.14870403508,9371.519409882421,8622.77799818774
M83.1,M,10172.390590130768,10172.390590130768,10172.390590130768,10172.390590130768,10172.390590130768
M83.2,F,7170.953418703941,7170.953418703941,7170.953418703941,7170.953418703941,7170.953418703941
M83.4,M,6602.439618637957,6627.044384675464,6651.649150712972,6676.25391675048,6627.044384675464
M83.5,F,5226.375356749056,5444.082472817034,5661.789588885012,5879.49670495299,5444.082472817034
M83.6,F,8516.141422499217,9028.21363074625,9540.285838993283,10052.358047240315,9028.21363074625
M83.6,M,7249.523857697513,7249.523857697513,7249.523857697513,7249.523857697513,7249.523857697513
M83.7,F,9485.621686210276,9562.191735884135,9638.761785557994,9715.331835231853,9562.191735884135
M83.9,M,7388.863341651187,7388.863341651187,7388.863341651187,7388.863341651187,7388.863341651187
M84.0,M,6582.375105680589,6582.375105680589,6582.375105680589,6582.375105680589,6582.375105680589
M84.1,F,6512.882686273984,6512.882686273984,6512.882686273984,6512.882686273984,6512.882686273984
M84.1,M,8250.524997081253,8250.524997081253,8250.524997081253,8250.524997081253,8250.524997081253
M84.2,M,8416.825417092017,8416.825417092017,8416.825417092017,8416.825417092017,8416.825417092017
M84.3,F,7274.267294537065,7651.160619011606,8028.053943486148,8404.947267960688,7651.160619011606
M84.5,F,7294.448057074878,7625.663464223857,7913.452433306935,8201.241402390013,7596.7125055132565
M84.5,M,6236.3524553387215,6236.3524553387215,6236.3524553387215,6236.3524553387215,6236.3524553387215
M84.6,M,6429.865859215238,6429.865859215238,6429.865859215238,6429.865859215238,6429.865859215238
M84.7,M,8338.118704046241,8338.118704046241,8338.118704046241,8338.118704046241,8338.118704046241
M84.8,F,9169.302378683327,9169.302378683327,9169.302378683327,9169.302378683327,9169.302378683327
M85.0,F,9576.238751647054,9576.238751647054,9576.238751647054,9576.238751647054,9576.238751647054
M85.0,M,7076.340217089428,7076.340217089428,7076.340217089428,7076.340217089428,7076.340217089428
M85.7,M,9963.02939436992,9963.02939436992,9963.02939436992,9963.02939436992,9963.02939436992
M85.8,M,7221.862890961627,7221.862890961627,7221.862890961627,7221.862890961627,7221.862890961627
M85.9,M,6014.861346104321,6014.861346104321,6014.861346104321,6014.861346104321,6014.861346104321
M86.0,F,6895.371140466393,6895.371140466393,6895.371140466393,6895.371140466393,6895.371140466393
M86.2,F,7135.681025357451,7135.681025357451,7135.681025357451,7135.681025357451,7135.681025357451
M86.3,M,5469.07762789992,5559.5070039212915,5649.936379942663,5740.365755964033,5559.5070039212915
M86.5,F,6635.435917652943,6635.435917652943,6635.435917652943,6635.435917652943,6635.435917652943
M86.6,F,7730.4690295072705,7730.4690295072705,7730.4690295072705,7730.4690295072705,7730.4690295072705
M86.6,M,9363.978430931042,9363.978430931042,9363.978430931042,9363.978430931042,9363.978430931042
M86.7,M,8285.62237911588,8285.62237911588,8285.62237911588,8285.62237911588,8285.62237911588
M86.8,M,6059.331727228813,6059.331727228813,6059.331727228813,6059.331727228813,6059.331727228813
M86.9,F,8339.066140185942,8339.066140185942,8339.066140185942,8339.066140185942,8339.066140185942
M87.1,M,7391.208321380869,7391.208321380869,7391.208321380869,7391.208321380869,7391.208321380869
M87.2,M,6850.5422958977,7904.362937451825,8958.18357900595,10012.004220560077,7904.362937451825
M87.3,F,9478.200563433395,9478.200563433395,9478.200563433395,9478.200563433395,9478.200563433395
M87.4,F,9211.10935237304,9211.10935237304,9211.10935237304,9211.10935237304,9211.10935237304
M87.5,M,5665.480568678166,5665.480568678166,5665.480568678166,5665.480568678166,5665.480568678166
M87.8,F,6707.703298487705,7166.790903567624,7625.878508647543,8084.966113727462,7166.790903567624
M87.8,M,6108.396180969419,6294.673415103436,6480.950649237454,6667.227883371472,6294.673415103436
M88.0,F,7857.221618689351,7857.221618689351,7857.221618689351,7857.221618689351,7857.221618689351
M88.0,M,10213.35365203253,10213.35365203253,10213.35365203253,10213.35365203253,10213.35365203253
M88.1,F,7182.8030124413,7213.052590039296,7243.302167637292,7273.551745235287,7213.052590039296
M88.1,M,8489.40913479375,8489.40913479375,8489.40913479375,8489.40913479375,8489.40913479375
M88.4,M,7994.443204810514,7994.443204810514,7994.443204810514,7994.443204810514,7994.443204810514
M88.6,F,5774.998234971728,6539.810334282975,7304.6224335942225,8069.434532905469,6539.810334282975
M88.7,M,9120.634427999821,9423.645835200849,9726.657242401874,10029.668649602901,9423.645835200849
M88.8,M,6846.154371543031,7466.3878912990485,8086.621411055066,8706.854930811083,7466.3878912990485
M88.9,F,6548.850149584921,6750.4390891084895,6801.925330787415,6853.411572466341,6650.370623878727
M89.0,F,6243.185434438598,6243.185434438598,6243.185434438598,6243.185434438598,6243.185434438598
M89.1,F,10021.06607246518,10021.06607246518,10021.06607246518,10021.06607246518,10021.06607246518
M89.2,M,7906.975962272913,7906.975962272913,7906.975962272913,7906.975962272913,7906.975962272913
M89.3,M,6705.191124398811,6752.782228225902,6816.837215504971,6880.892202784039,6763.75815052722
M89.6,F,6575.762724224161,6575.762724224161,6575.762724224161,6575.762724224161,6575.762724224161
M89.6,M,4290.312098566174,4290.312098566174,4290.312098566174,4290.312098566174,4290.312098566174
M89.7,F,6450.756797781144,6587.234132393077,6723.71146700501,6860.188801616942,6587.234132393077
M89.7,M,9715.129008739012,9715.129008739012,9715.129008739012,9715.129008739012,9715.129008739012
M89.9,M,9686.425333310232,9686.425333310232,9686.425333310232,9686.425333310232,9686.425333310232
M90.0,F,8697.041808826407,8697.041808826407,8697.041808826407,8697.041808826407,8697.041808826407
M90.1,F,7742.5788126183525,7742.5788126183525,7742.5788126183525,7742.5788126183525,7742.5788126183525
M90.3,F,8985.42050211649,8985.42050211649,8985.42050211649,8985.42050211649,8985.42050211649
M90.4,M,8411.307543180224,8458.888899945527,8506.47025671083,8554.051613476135,8458.888899945527
M90.5,M,6765.767679305845,6765.767679305845,6765.767679305845,6765.767679305845,6765.767679305845
M90.7,M,7021.74849651356,7021.74849651356,7021.74849651356,7021.74849651356,7021.74849651356
M91.0,M,7781.495231942959,7829.822270637948,7878.149309332937,7926.476348027925,7829.822270637948
M91.2,M,6650.088265715272,6650.088265715272,6650.088265715272,6650.088265715272,6650.088265715272
M91.4,M,7332.495940130285,7332.495940130285,7332.495940130285,7332.495940130285,7332.495940130285
M91.7,M,9118.963540106472,9118.963540106472,9118.963540106472,9118.963540106472,9118.963540106472
M91.9,F,7564.225436399035,7791.278573104264,8018.331709809492,8245.38484651472,7791.278573104264
M92.0,F,8204.298850511077,8204.298850511077,8204.298850511077,8204.298850511077,8204.298850511077
M92.1,M,7533.843225963445,7533.843225963445,7533.843225963445,7533.843225963445,7533.843225963445
M92.2,M,7194.121643692268,7194.121643692268,7194.121643692268,7194.121643692268,7194.121643692268
M92.3,M,6903.741152708808,7068.258556048643,8326.296303255273,9584.334050461903,7797.272118626507
M92.5,M,9147.37028224878,9864.231949121931,10581.093615995085,11297.955282868237,9864.231949121931
M92.6,F,6816.51730092324,6927.72862165993,7038.93994239662,7150.151263133309,6927.72862165993
M92.6,M,7245.546452848096,7245.546452848096,7245.546452848096,7245.546452848096,7245.546452848096
M92.7,F,7002.695041184519,7002.695041184519,7002.695041184519,7002.695041184519,7002.695041184519
M92.7,M,6786.525264895492,6786.525264895492,6786.525264895492,6786.525264895492,6786.525264895492
M92.9,F,7497.488727935326,7970.500919750143,8443.51311156496,8916.525303379778,7970.500919750143
M92.9,M,6104.919150936867,6595.7007137808705,6646.607253688506,6697.513793596141,6302.450698489957
M93.0,F,8489.522272122102,8489.522272122102,8489.522272122102,8489.522272122102,8489.522272122102
M93.1,M,8813.202695613454,8813.202695613454,8813.202695613454,8813.202695613454,8813.202695613454
M93.2,F,7783.528922506977,7783.528922506977,7783.528922506977,7783.528922506977,7783.528922506977
M93.7,M,7965.226090807086,7965.226090807086,7965.226090807086,7965.226090807086,7965.226090807086
M93.8,F,6806.873103783115,6806.873103783115,6806.873103783115,6806.873103783115,6806.873103783115
M93.8,M,7564.957655439983,7564.957655439983,7564.957655439983,7564.957655439983,7564.957655439983
M93.9,M,8485.991783902116,8485.991783902116,8485.991783902116,8485.991783902116,8485.991783902116
M94.0,M,6850.253191896623,6850.253191896623,6850.253191896623,6850.253191896623,6850.253191896623
M94.2,M,6301.4651586532345,6301.4651586532345,6301.4651586532345,6301.4651586532345,6301.4651586532345
M94.3,M,7291.9146067188885,7291.9146067188885,7291.9146067188885,7291.9146067188885,7291.9146067188885
M94.6,F,7124.055093400313,7124.055093400313,7124.055093400313,7124.055093400313,7124.055093400313
M94.6,M,7394.385964128616,7504.608670586548,7513.841589359308,7523.074508132067,7437.2821454631
M94.8,M,7366.399729379019,7366.399729379019,7366.399729379019,7366.399729379019,7366.399729379019
M94.9,F,7797.2664321083,7797.2664321083,7797.2664321083,7797.2664321083,7797.2664321083
M94.9,M,6475.756736959735,7243.05142957918,8010.346122198625,8777.64081481807,7243.05142957918
M95.0,F,5261.047095357228,5713.929703233825,6166.812311110423,6619.694918987021,5713.929703233825
M95.1,M,6388.419661808854,6388.419661808854,6388.419661808854,6388.419661808854,6388.419661808854
M95.2,F,7887.479374771936,8308.02094278471,8728.562510797483,9149.104078810256,8308.02094278471
M95.2,M,7558.695130311283,8007.965957403522,8369.762318471785,9164.700615636088,7920.4914913795465
M95.3,M,6348.8934251371265,6348.8934251371265,6348.8934251371265,6348.8934251371265,6348.8934251371265
M95.4,M,7282.122401188048,7282.122401188048,7282.122401188048,7282.122401188048,7282.122401188048
M95.5,M,8615.573163333016,8615.573163333016,8615.573163333016,8615.573163333016,8615.573163333016
M95.6,F,6487.502184978397,6487.502184978397,6487.502184978397,6487.502184978397,6487.502184978397
M95.6,M,7610.622544099124,7610.622544099124,7610.622544099124,7610.622544099124,7610.622544099124
M95.7,M,8326.439406687514,8326.439406687514,8326.439406687514,8326.439406687514,8326.439406687514
M95.8,M,8462.628712298343,8462.628712298343,8462.628712298343,8462.628712298343,8462.628712298343
M95.9,F,7097.512455331465,7147.214870527096,7196.917285722727,7246.619700918358,7147.214870527096
M95.9,M,6601.184899932,7165.813470491443,8082.335184027736,8998.85689756403,7400.408899142676
M96.0,F,5987.854485708081,5987.854485708081,5987.854485708081,5987.854485708081,5987.854485708081
M96.0,M,8282.128220459634,8282.128220459634,8282.128220459634,8282.128220459634,8282.128220459634
M96.1,F,7849.828710878717,8087.465627232472,8383.759888594384,8680.054149956297,8126.570523904577
M96.2,F,6108.186390362291,6108.186390362291,6108.186390362291,6108.186390362291,6108.186390362291
M96.3,F,7738.775921472191,7738.775921472191,7738.775921472191,7738.775921472191,7738.775921472191
M96.4,F,5810.30916073945,5810.30916073945,5810.30916073945,5810.30916073945,5810.30916073945
M96.4,M,7108.800506690179,7108.800506690179,7108.800506690179,7108.800506690179,7108.800506690179
M96.5,F,9178.99627861792,9178.99627861792,9178.99627861792,9178.99627861792,9178.99627861792
M96.9,F,6753.015465785179,6753.015465785179,6753.015465785179,6753.015465785179,6753.015465785179
M97.0,F,8950.619176268548,8950.619176268548,8950.619176268548,8950.619176268548,8950.619176268548
M97.0,M,8958.144242940425,9459.264153463002,9960.38406398558,10461.503974508158,9459.264153463002
M97.1,F,9511.133061019336,9511.133061019336,9511.133061019336,9511.133061019336,9511.133061019336
M97.1,M,7135.106784783733,7849.708029123692,8564.30927346365,9278.91051780361,7849.708029123692
M97.2,F,7144.387378830881,7144.387378830881,7144.387378830881,7144.387378830881,7144.387378830881
M97.3,M,6652.015718408777,6652.015718408777,6652.015718408777,6652.015718408777,6652.015718408777
M97.4,F,8275.534334380667,8275.534334380667,8275.534334380667,8275.534334380667,8275.534334380667
M97.5,F,9557.263531134648,9557.263531134648,9557.263531134648,9557.263531134648,9557.263531134648
M97.6,F,6459.093017599946,6459.093017599946,6459.093017599946,6459.093017599946,6459.093017599946
M97.6,M,9534.038695946223,9534.038695946223,9534.038695946223,9534.038695946223,9534.038695946223
M98.0,F,6707.024606985284,6707.024606985284,6707.024606985284,6707.024606985284,6707.024606985284
M98.1,F,8715.828426114978,8715.828426114978,8715.828426114978,8715.828426114978,8715.828426114978
M98.1,M,6035.026174340497,6035.026174340497,6035.026174340497,6035.026174340497,6035.026174340497
M98.2,F,6433.336509380477,6624.674690784217,6816.012872187957,7007.351053591698,6624.674690784217
M98.3,F,8732.05072128703,8732.05072128703,8732.05072128703,8732.05072128703,8732.05072128703
M98.3,M,7974.117230112451,7974.117230112451,7974.117230112451,7974.117230112451,7974.117230112451
M98.4,M,7877.338651145454,8125.510655837549,8935.12218469151,9744.733713545473,8499.80367194546
M98.5,F,8202.229071325608,8202.229071325608,8202.229071325608,8202.229071325608,8202.229071325608
M98.8,F,7708.78964254962,7708.78964254962,7708.78964254962,7708.78964254962,7708.78964254962
M98.8,M,6676.449630835447,6676.449630835447,6676.449630835447,6676.449630835447,6676.449630835447
M98.9,F,6884.502293582024,6884.502293582024,6884.502293582024,6884.502293582024,6884.502293582024
M99.2,F,6882.274068414385,6982.65883699219,7083.043605569996,7183.428374147801,6982.65883699219
M99.2,M,8841.324309705791,8841.324309705791,8841.324309705791,8841.324309705791,8841.324309705791
M99.4,F,7653.461819978177,8254.165577531554,8854.869335084932,9455.573092638308,8254.165577531554
M99.4,M,6216.017982922262,6216.017982922262,6216.017982922262,6216.017982922262,6216.017982922262
M99.5,F,7726.539441457226,8283.972470636232,8707.563670193074,9131.154869749917,8194.744584221457
M99.7,F,7618.50987344034,7895.678577839935,8172.847282239531,8450.015986639126,7895.678577839935
M99.7,M,6478.730070687638,6478.730070687638,6478.730070687638,6478.730070687638,6478.730070687638
M99.8,F,7502.284204893869,7502.284204893869,7502.284204893869,7502.284204893869,7502.284204893869
N00.0,F,5741.23670658866,5741.23670658866,5741.23670658866,5741.23670658866,5741.23670658866
N00.0,M,5858.941286832841,6706.782214771592,7959.518513090106,9212.25481140862,6976.712461691434
N00.1,F,6723.260783431916,6723.260783431916,6723.260783431916,6723.260783431916,6723.260783431916
N00.3,M,5926.039773510773,6480.67053031222,7035.301287113667,7589.932043915114,6480.67053031222
N00.4,M,7981.81145644614,9013.961060447213,9601.43459660996,10188.908132772709,8717.510348554997
N00.5,F,8163.952367440066,8163.952367440066,8163.952367440066,8163.952367440066,8163.952367440066
N00.5,M,6303.511297423889,6303.511297423889,6303.511297423889,6303.511297423889,6303.511297423889
N00.6,M,8933.240420431463,8933.240420431463,8933.240420431463,8933.240420431463,8933.240420431463
N00.7,M,7428.521052564747,7428.521052564747,7428.521052564747,7428.521052564747,7428.521052564747
N00.8,F,8641.72425543527,8641.72425543527,8641.72425543527,8641.72425543527,8641.72425543527
N00.8,M,8149.944981995681,8149.944981995681,8149.944981995681,8149.944981995681,8149.944981995681
N01.3,M,8795.587995715592,8795.587995715592,8795.587995715592,8795.587995715592,8795.587995715592
N01.4,M,7738.747526267778,7738.747526267778,7738.747526267778,7738.747526267778,7738.747526267778
N01.6,F,10011.696897888874,10011.696897888874,10011.696897888874,10011.696897888874,10011.696897888874
N01.6,M,9460.066866603122,9460.066866603122,9460.066866603122,9460.066866603122,9460.066866603122
N01.7,M,6874.325468726235,7004.613370952577,7134.901273178919,7265.18917540526,7004.613370952577
N01.8,F,6619.267744917525,6619.267744917525,6619.267744917525,6619.267744917525,6619.267744917525
N01.8,M,6628.954376288924,6628.954376288924,6628.954376288924,6628.954376288924,6628.954376288924
N01.9,F,5283.328533839244,5283.328533839244,5283.328533839244,5283.328533839244,5283.328533839244
N02.2,M,6125.72460451018,6125.72460451018,6125.72460451018,6125.72460451018,6125.72460451018
N02.3,F,8426.460900720893,8426.460900720893,8426.460900720893,8426.460900720893,8426.460900720893
